,atss_count,bloc_count,cloc_count,dpt_count,etp_count,loc_count,nbeh_count,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count,nfl_count,nfmd_count,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count,nnwv_count,nsh_count,ntkn_count,ntnn_count,nts_count,ntun_count,ntvr_count,nun_count,clusters
3538,12.0,0,0,2,-5.65,289,0.0,0.0,119,0.0,0,0,0,0.0,0.0,0.0,68,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,0,0,0.0,4.0,24,0,0.0,1077,0.0,24.0,24.0,21.0,24.0,3
3539,5.0,0,0,2,-6.9,68,0.0,0.0,24,2.0,6,1,1,0.0,0.0,1.0,3,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,0,1,1.0,9.0,14,2,2.0,305,0.0,14.0,14.0,16.0,16.0,1
3540,7.0,0,0,2,-6.31,147,0.0,0.0,6,0.0,0,0,0,0.0,0.0,6.0,0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,98,1,0,0.0,5.0,21,0,0.0,435,0.0,21.0,15.0,11.0,15.0,5
3541,7.0,0,0,2,-5.95,33,0.0,0.0,8,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,1,0.0,4.0,3,2,1.0,112,0.0,5.0,5.0,3.0,5.0,0
3542,5.0,0,0,2,-5.85,40,0.0,0.0,5,0.0,2,0,0,0.0,0.0,1.0,2,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,1.0,5.0,7,1,2.0,120,0.0,8.0,6.0,3.0,6.0,0
3543,11.0,0,0,2,-6.24,350,0.0,0.0,101,1.0,4,1,1,0.0,0.0,14.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,0,5,14.0,10.0,29,6,0.0,948,2.0,32.0,30.0,40.0,33.0,3
3544,13.0,0,0,3,-5.8,241,0.0,0.0,108,1.0,26,0,0,0.0,0.0,16.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0,9,1.0,3.0,33,1,0.0,716,0.0,18.0,18.0,17.0,34.0,3
3545,7.0,0,0,2,-5.17,21,0.0,1.0,8,1.0,7,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,0,4,0.0,2.0,5,0,0.0,94,2.0,3.0,1.0,5.0,5.0,0
3546,8.0,0,0,2,-7.33,139,0.0,0.0,10,1.0,3,1,1,0.0,0.0,6.0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113,0,0,6.0,10.0,19,0,1.0,426,0.0,18.0,18.0,8.0,19.0,5
3547,14.0,0,0,3,-5.78,71,0.0,1.0,29,0.0,2,0,0,0.0,0.0,2.0,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0,1,1.0,3.0,7,3,0.0,239,0.0,5.0,5.0,20.0,10.0,1
3548,4.0,0,0,2,-4.87,26,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,6,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0.0,3.0,7,2,0.0,98,0.0,7.0,7.0,3.0,7.0,0
3549,10.0,0,0,2,-4.4,10,0.0,0.0,5,0.0,1,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,1.0,0.0,1,0,0.0,28,0.0,1.0,1.0,3.0,1.0,0
3550,9.0,0,0,2,-4.04,9,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,2,0,0.0,19,0.0,1.0,1.0,0.0,2.0,0
3551,3.0,0,0,2,-4.92,12,0.0,0.0,6,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10,0,0,0.0,3.0,2,0,0.0,45,2.0,4.0,2.0,2.0,2.0,0
3552,8.0,0,0,3,-5.41,134,0.0,0.0,45,0.0,6,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,0,5,0.0,3.0,17,0,0.0,445,0.0,17.0,17.0,18.0,17.0,5
3553,39.0,0,0,3,-5.31,40,0.0,1.0,14,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,1.0,0.0,3,1,0.0,120,0.0,1.0,1.0,14.0,4.0,0
3554,5.0,0,0,1,-6.21,79,0.0,0.0,32,0.0,15,0,0,0.0,0.0,3.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,14,3.0,5.0,16,0,3.0,295,1.0,17.0,13.0,6.0,13.0,1
3555,4.0,0,0,1,-4.92,12,0.0,0.0,11,0.0,2,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,5,2.0,2.0,3,0,0.0,68,0.0,3.0,3.0,3.0,3.0,0
3556,4.0,0,0,2,-5.13,43,0.0,0.0,10,0.0,8,1,2,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,2,0.0,4.0,8,0,0.0,108,5.0,11.0,6.0,5.0,6.0,0
3557,13.0,0,0,3,-4.36,13,0.0,1.0,2,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,2,0,0.0,35,1.0,1.0,0.0,2.0,2.0,0
3558,8.0,0,0,2,-5.81,53,0.0,0.0,10,0.0,6,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0,1.0,2.0,6,0,0.0,162,1.0,7.0,6.0,7.0,6.0,4
3559,11.0,0,0,3,-4.72,11,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2,0,0.0,33,1.0,1.0,0.0,1.0,2.0,0
3560,4.0,0,0,2,-3.77,4,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,0,0.0,15,0.0,1.0,1.0,3.0,1.0,0
3561,10.0,0,0,3,-4.11,10,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,0,0,0.0,0.0,3,0,0.0,28,1.0,1.0,0.0,1.0,3.0,0
3562,1.0,0,0,1,-2.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,4,1.0,1.0,0.0,1.0,0.0,0
3563,5.0,0,0,2,-5.05,14,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0.0,3.0,3,0,0.0,52,0.0,3.0,3.0,5.0,3.0,0
3564,5.0,0,0,1,-5.5,54,0.0,0.0,7,1.0,1,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,0,0,2.0,8.0,9,0,0.0,140,1.0,10.0,9.0,7.0,9.0,4
3565,4.0,0,0,2,-4.8,18,0.0,0.0,9,1.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0.0,3.0,4,0,0.0,49,0.0,4.0,4.0,4.0,4.0,0
3566,3.0,0,0,1,-4.89,10,0.0,0.0,9,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,5,0.0,2.0,3,0,0.0,60,0.0,3.0,3.0,2.0,3.0,0
3567,6.0,0,0,2,-4.73,17,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0.0,2.0,5,0,0.0,58,0.0,3.0,3.0,2.0,3.0,0
3568,1.0,0,0,1,-1.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0.0,1.0,0,0,0.0,2,1.0,1.0,0.0,1.0,0.0,0
3569,6.0,0,4,3,-7.47,424,0.0,0.0,103,0.0,25,0,0,0.0,0.0,15.0,6,0.0,0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,368,0,35,15.0,12.0,68,8,1.0,1360,8.0,76.0,68.0,26.0,69.0,2
3570,11.0,0,0,3,-4.14,11,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,1,0,0.0,19,1.0,1.0,0.0,1.0,1.0,0
3571,4.0,0,0,2,-5.17,17,0.0,0.0,3,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17,0,0,1.0,3.0,4,0,0.0,52,0.0,4.0,4.0,3.0,4.0,0
3572,4.0,0,0,2,-3.44,8,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,1.0,4,0,0.0,21,0.0,2.0,2.0,0.0,2.0,0
3573,5.0,0,0,2,-5.51,15,0.0,0.0,3,0.0,1,1,2,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,2.0,3,0,2.0,69,0.0,3.0,3.0,2.0,3.0,0
3574,4.0,0,0,2,-3.0,4,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,0,0.0,8,0.0,1.0,1.0,0.0,1.0,0
3575,8.0,0,0,2,-6.76,212,0.0,0.0,108,2.0,43,1,1,0.0,0.0,17.0,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,0,39,17.0,9.0,26,5,0.0,810,0.0,25.0,23.0,23.0,27.0,3
3576,7.0,0,0,2,-5.97,36,0.0,0.0,5,1.0,3,1,1,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,1,2.0,5.0,5,1,1.0,104,0.0,5.0,5.0,4.0,6.0,0
3577,4.0,0,0,1,-4.28,7,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,2.0,1,0,1.0,28,1.0,2.0,1.0,2.0,1.0,0
3578,6.0,0,0,2,-4.69,18,0.0,0.0,3,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,1,0.0,1.0,3,0,0.0,49,0.0,3.0,3.0,6.0,3.0,0
3579,2.0,0,0,1,-4.28,4,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,2.0,2,0,0.0,31,0.0,2.0,2.0,2.0,2.0,0
3580,4.0,0,0,2,-4.22,9,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,2.0,3,0,0.0,24,0.0,2.0,2.0,1.0,3.0,0
3581,2.0,0,0,1,-4.97,8,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,1.0,4,0,0.0,50,0.0,4.0,4.0,1.0,4.0,0
3582,4.0,0,0,2,-3.97,11,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11,0,0,0.0,1.0,3,0,0.0,28,0.0,3.0,3.0,1.0,3.0,0
3583,9.0,0,0,3,-6.48,527,0.0,0.0,96,0.0,10,0,0,0.0,0.0,0.0,9,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364,1,0,0.0,12.0,62,23,0.0,1642,0.0,61.0,35.0,10.0,39.0,2
3584,2.0,0,0,1,-3.0,6,0.0,0.0,3,0.0,3,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6,0,0,0.0,1.0,0,0,0.0,18,3.0,3.0,0.0,0.0,0.0,0
3585,17.0,0,0,2,-4.89,35,0.0,0.0,19,0.0,1,0,0,0.0,0.0,1.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,1.0,1.0,2,0,0.0,104,0.0,2.0,2.0,8.0,2.0,0
3586,1.0,0,0,1,-1.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0
3587,5.0,0,0,2,-3.25,5,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,0,0,0.0,12,1.0,1.0,0.0,4.0,0.0,0
3588,1.0,0,0,1,-1.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0
3589,10.0,0,0,2,-4.83,10,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,0,0.0,31,0.0,1.0,1.0,0.0,1.0,0
3590,8.0,0,1,2,-6.34,64,0.0,0.0,10,3.0,0,0,0,0.0,0.0,2.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,2.0,5.0,10,0,1.0,227,0.0,8.0,8.0,12.0,10.0,1
3591,8.0,0,0,2,-6.0,56,0.0,0.0,16,0.0,3,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,1,1.0,7.0,7,3,0.0,166,0.0,7.0,7.0,8.0,10.0,4
3592,4.0,0,0,2,-3.58,4,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1,0,0.0,12,0.0,1.0,1.0,1.0,1.0,0
3593,5.0,0,0,1,-6.39,41,0.0,0.0,10,3.0,4,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,1,0.0,5.0,9,0,3.0,203,0.0,9.0,9.0,6.0,9.0,1
3594,13.0,0,0,4,-5.13,26,1.0,1.0,12,1.0,3,1,1,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,0,0,0.0,1.0,4,1,0.0,96,1.0,2.0,1.0,6.0,5.0,0
3595,9.0,0,0,2,-5.38,54,0.0,0.0,3,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,0,1.0,5.0,7,1,0.0,103,0.0,6.0,6.0,3.0,8.0,0
3596,6.0,0,0,2,-4.81,11,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0.0,2.0,3,0,1.0,37,0.0,2.0,2.0,1.0,3.0,0
3597,5.0,0,0,3,-5.97,48,0.0,0.0,17,0.0,3,0,0,0.0,0.0,4.0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,43,0,2,1.0,5.0,6,1,0.0,143,4.0,9.0,5.0,11.0,7.0,4
3598,1.0,0,0,1,-1.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0
3599,26.0,0,0,3,-5.77,102,0.0,4.0,16,0.0,10,0,0,0.0,0.0,4.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,4.0,0.0,14,4,0.0,237,4.0,4.0,0.0,2.0,10.0,1
3600,5.0,0,0,2,-4.24,14,0.0,0.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,0,1.0,3.0,3,1,0.0,27,1.0,3.0,2.0,1.0,4.0,0
3601,19.0,0,0,3,-4.67,19,0.0,0.0,6,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,0.0,0.0,2,0,0.0,45,0.0,1.0,1.0,7.0,2.0,0
3602,2.0,0,0,1,-4.52,9,0.0,0.0,4,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9,0,1,0.0,2.0,1,0,0.0,30,3.0,4.0,1.0,2.0,1.0,0
3603,14.0,0,0,2,-5.4,14,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,1.0,0,1,0.0,71,0.0,1.0,1.0,6.0,1.0,0
3604,2.0,0,0,2,-3.81,4,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,2.0,1,0,0.0,14,1.0,2.0,1.0,0.0,1.0,0
3605,7.0,0,0,3,-6.27,582,0.0,0.0,98,0.0,0,0,0,0.0,0.0,0.0,3,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,467,0,0,0.0,11.0,108,22,0.0,1707,1.0,85.0,35.0,4.0,36.0,2
3606,7.0,0,0,3,-3.85,7,0.0,1.0,1,0.0,0,1,1,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1,0,0.0,17,1.0,1.0,0.0,1.0,1.0,0
3607,2.0,0,0,1,-3.99,7,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,3.0,3,0,0.0,28,0.0,3.0,3.0,1.0,3.0,0
3608,4.0,0,0,2,-5.72,127,0.0,0.0,73,0.0,49,0,0,0.0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,0,22,0.0,1.0,30,0,0.0,594,0.0,30.0,30.0,15.0,30.0,3
3609,114.0,1,0,11,-7.09,230,1.0,1.0,17,0.0,8,1,1,0.0,0.0,2.0,11,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,0,6,1.0,1.0,36,1,0.0,509,1.0,2.0,1.0,9.0,19.0,3
3610,7.0,0,0,2,-5.94,21,0.0,0.0,7,1.0,3,0,0,0.0,0.0,0.0,6,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,1,0.0,3.0,3,0,0.0,144,0.0,3.0,3.0,7.0,3.0,0
3611,204.0,0,0,4,-6.67,206,1.0,1.0,61,0.0,0,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,1,0,0.0,0.0,29,2,0.0,631,1.0,1.0,0.0,22.0,25.0,3
3612,8.0,0,0,2,-5.0,95,0.0,0.0,25,0.0,25,0,0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,0.0,2.0,12,0,0.0,304,0.0,12.0,12.0,2.0,12.0,1
3613,6.0,2,0,2,-5.49,28,0.0,0.0,11,2.0,5,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,6,0.0,4.0,5,0,0.0,100,0.0,5.0,5.0,5.0,5.0,0
3614,16.0,0,0,2,-5.14,32,0.0,0.0,18,0.0,2,0,0,0.0,0.0,3.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,1.0,0.0,2,0,0.0,115,0.0,2.0,2.0,16.0,2.0,0
3615,6.0,0,0,2,-5.53,41,0.0,0.0,12,0.0,0,1,2,0.0,0.0,2.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,2.0,5.0,6,1,2.0,123,0.0,7.0,7.0,4.0,7.0,0
3616,9.0,0,2,3,-5.57,182,0.0,0.0,63,0.0,0,0,0,0.0,0.0,0.0,0,2.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,166,0,0,0.0,7.0,29,5,0.0,546,0.0,21.0,13.0,11.0,13.0,3
3617,91.0,20,0,4,-6.54,91,0.0,1.0,8,0.0,1,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0,0,1.0,0.0,23,0,0.0,208,1.0,1.0,0.0,10.0,20.0,1
3618,9.0,0,2,3,-5.34,131,0.0,0.0,39,0.0,0,0,0,0.0,0.0,0.0,0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0,0,0.0,4.0,22,5,0.0,376,0.0,15.0,7.0,7.0,7.0,1
3619,7.0,0,0,2,-6.57,73,0.0,0.0,22,0.0,4,0,0,0.0,0.0,3.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,9,3.0,7.0,11,4,1.0,273,0.0,10.0,10.0,7.0,10.0,1
3620,8.0,0,0,2,-5.08,15,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,1.0,2,0,0.0,52,0.0,2.0,2.0,1.0,2.0,0
3621,5.0,0,0,2,-5.65,40,0.0,0.0,15,1.0,2,0,0,0.0,0.0,3.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,1,3.0,6.0,7,3,2.0,139,1.0,8.0,7.0,12.0,7.0,0
3622,6.0,1,0,2,-5.03,11,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,1.0,2,0,0.0,53,0.0,2.0,2.0,0.0,2.0,0
3623,9.0,3,0,3,-5.59,27,0.0,0.0,9,0.0,0,0,0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,0,0,0.0,3.0,4,0,0.0,88,0.0,3.0,3.0,14.0,4.0,0
3624,2.0,0,0,1,-3.55,2,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,1.0,1,0,0.0,13,0.0,1.0,1.0,0.0,1.0,0
3625,88.0,0,0,3,-5.58,88,1.0,1.0,18,0.0,0,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,6,0,0.0,178,1.0,1.0,0.0,9.0,6.0,1
3626,13.0,0,0,3,-6.55,80,1.0,1.0,13,0.0,0,0,0,0.0,0.0,4.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45,0,0,3.0,5.0,11,4,0.0,362,1.0,6.0,5.0,8.0,13.0,1
3627,6.0,0,0,2,-6.18,31,0.0,0.0,11,0.0,4,1,1,0.0,0.0,2.0,0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,0,0,2.0,5.0,6,1,1.0,132,0.0,5.0,5.0,6.0,7.0,0
3628,7.0,0,0,2,-4.14,7,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,1.0,1,0,0.0,19,0.0,1.0,1.0,0.0,1.0,0
3629,3.0,0,0,2,-3.32,3,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1.0,1,0,0.0,10,0.0,1.0,1.0,0.0,1.0,0
3630,11.0,16,6,2,-7.67,375,0.0,0.0,50,7.0,22,0,0,0.0,0.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,0,4,1.0,9.0,38,2,3.0,1055,0.0,35.0,35.0,21.0,40.0,3
3631,9.0,0,0,2,-5.61,48,0.0,0.0,14,0.0,0,0,0,0.0,0.0,4.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,0,4.0,3.0,6,0,0.0,160,0.0,5.0,5.0,8.0,6.0,4
3632,2.0,0,0,2,-4.62,17,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17,0,0,0.0,2.0,7,0,0.0,54,0.0,7.0,7.0,2.0,7.0,0
3633,4.0,0,0,2,-3.93,8,0.0,0.0,1,0.0,0,1,2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,1.0,2,0,2.0,26,0.0,2.0,2.0,1.0,2.0,0
3634,4.0,0,0,1,-4.07,13,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0,0,0.0,2.0,2,0,0.0,31,1.0,3.0,2.0,1.0,2.0,0
3635,9.0,0,0,2,-5.86,26,0.0,0.0,7,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0.0,3.0,3,0,0.0,82,0.0,3.0,3.0,4.0,3.0,0
3636,14.0,0,0,2,-4.7,28,0.0,0.0,19,0.0,1,0,0,0.0,0.0,2.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,1,2.0,1.0,1,3,0.0,91,0.0,2.0,2.0,15.0,4.0,0
3637,7.0,0,0,1,-4.14,7,0.0,0.0,2,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1.0,1.0,1,0,0.0,19,0.0,1.0,1.0,2.0,1.0,0
3638,11.0,0,0,3,-4.56,11,0.0,1.0,2,0.0,0,0,0,0.0,0.0,1.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,1,0,0.0,25,1.0,1.0,0.0,1.0,1.0,0
3639,8.0,0,0,2,-5.5,54,0.0,0.0,27,0.0,1,0,0,0.0,0.0,2.0,13,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,1,2.0,4.0,8,1,0.0,169,0.0,7.0,7.0,9.0,9.0,1
