,atss_count,bloc_count,bloc_count_relative,cloc_count,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count,nbeh_count_relative,nbl_count,ncmd_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count_relative,nfl_count,nfmd_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count_relative,nnwv_count,nnwv_count_relative,nsh_count,ntnn_count,ntun_count_relative,nun_count_relative,clusters
7933,3.0,0,0.0,0,0.0,2,-5.09,17,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.83,1,0.17,4.0,0.0,0.67,0.67,1
7934,7.0,0,0.0,0,0.0,2,-6.0,34,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,2.0,3.0,1.0,0,0.0,0.0,1.0,0.8,1.0,4
7935,6.0,0,0.0,0,0.0,2,-5.19,18,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7936,8.0,0,0.0,0,0.0,2,-5.61,24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,3.0,1.0,0,0.0,0.0,1.0,0.67,1.0,0
7937,5.0,1,0.02,0,0.0,2,-6.14,43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,5.0,1.0,0,0.0,2.0,0.0,1.0,1.0,4
7938,3.0,0,0.0,0,0.0,1,-4.37,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7939,5.0,0,0.0,0,0.0,2,-6.47,41,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2.0,5.0,0.88,1,0.12,0.0,0.0,1.0,1.0,4
7940,8.0,2,0.01,0,0.0,2,-6.67,154,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.13,0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,3.0,10.0,0.88,3,0.12,1.0,0.0,1.0,0.81,3
7941,9.0,0,0.0,0,0.0,2,-6.57,127,0.0,0.0,0.0,2.0,1,2,0.0,0.0,0.45,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,7.0,1.0,0,0.0,0.0,0.0,1.0,1.0,3
7942,7.0,0,0.0,0,0.0,2,-5.11,101,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.86,0.86,5
7943,3.0,0,0.0,0,0.0,2,-2.32,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
7944,6.0,0,0.0,0,0.0,2,-5.48,30,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2.0,4.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
7945,5.0,0,0.0,0,0.0,2,-6.16,87,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.06,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1.0,10.0,0.83,3,0.17,0.0,1.0,0.94,1.0,5
7946,19.0,0,0.0,0,0.0,3,-4.76,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7947,8.0,0,0.0,0,0.0,2,-5.83,68,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1.0,6.0,1.0,0,0.0,1.0,0.0,1.0,1.0,5
7948,15.0,0,0.0,0,0.0,3,-5.69,30,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,0.8,2,0.2,0.0,1.0,0.5,0.8,4
7949,3.0,0,0.0,0,0.0,1,-4.6,17,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.2,0.2,1
7951,18.0,0,0.0,0,0.0,3,-5.33,70,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,5
7952,6.0,0,0.0,0,0.0,3,-5.14,24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.57,3,0.43,0.0,0.0,0.5,0.43,0
7953,7.0,0,0.0,0,0.0,2,-5.39,33,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
7954,4.0,0,0.0,0,0.0,2,-4.28,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1
7955,5.0,1,0.07,0,0.0,2,-5.29,15,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1
7956,5.0,0,0.0,0,0.0,2,-5.12,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7957,8.0,0,0.0,0,0.0,2,-5.15,61,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,22,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.67,4,0.33,0.0,0.0,1.0,0.67,5
7958,6.0,0,0.0,0,0.0,2,-4.79,12,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,0.67,1,0.33,0.0,0.0,1.0,1.0,1
7959,8.0,0,0.0,0,0.0,2,-5.66,96,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.38,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,5.0,0.84,3,0.16,0.0,0.0,1.0,0.84,5
7960,19.0,0,0.0,0,0.0,3,-4.76,19,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7962,4.0,0,0.0,0,0.0,2,-3.58,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7963,4.0,0,0.0,0,0.0,2,-4.37,11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7964,10.0,0,0.0,0,0.0,2,-5.05,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7965,5.0,0,0.0,0,0.0,2,-5.19,55,0.0,0.0,0.0,2.0,1,7,0.0,0.0,0.09,1,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,5.0,1.0,0,0.0,5.0,1.0,0.9,1.0,4
7966,7.0,0,0.0,0,0.0,2,-5.73,58,0.0,0.0,0.0,0.0,1,7,0.0,0.0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,2.0,1.0,0,0.0,7.0,0.0,1.0,1.0,4
7967,4.0,0,0.0,0,0.0,2,-4.48,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7968,3.0,0,0.0,0,0.0,2,-3.32,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7969,7.0,1,0.05,0,0.0,3,-5.46,20,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7970,9.0,0,0.0,0,0.0,2,-6.09,79,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.53,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,6.0,0.82,2,0.18,0.0,0.0,1.0,1.0,5
7971,8.0,0,0.0,0,0.0,3,-4.28,8,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
7972,7.0,0,0.0,0,0.0,1,-6.07,51,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.12,1,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,1.0,3.0,0.86,1,0.14,4.0,0.0,1.0,1.0,4
7973,3.0,0,0.0,0,0.0,2,-4.35,12,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,1.0,3.0,0.67,1,0.33,0.0,2.0,0.5,1.0,1
7974,6.0,0,0.0,0,0.0,2,-4.84,24,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,3.0,1.0,0,0.0,0.0,1.0,0.75,1.0,1
7975,5.0,0,0.0,0,0.0,2,-5.85,67,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.13,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,8.0,0.89,2,0.11,0.0,0.0,1.0,1.0,5
7976,5.0,0,0.0,0,0.0,2,-4.59,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7977,9.0,0,0.0,0,0.0,3,-4.68,28,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,2.0,0.91,1,0.09,0.0,1.0,0.67,0.64,4
7978,4.0,0,0.0,0,0.0,2,-3.12,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7979,11.0,0,0.0,0,0.0,3,-4.18,11,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
7980,4.0,0,0.0,0,0.0,1,-4.66,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,1.0,0.5,1.0,1
7981,5.0,0,0.0,0,0.0,2,-4.69,68,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,12.0,0.08,1.0,5
7982,7.0,0,0.0,0,0.0,3,-4.06,7,0.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
7983,5.0,0,0.0,0,0.0,2,-5.29,54,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.29,8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0,4.0,2.0,1.0,0,0.0,0.0,3.0,0.7,1.0,4
7984,14.0,0,0.0,0,0.0,2,-5.4,41,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
7985,6.0,0,0.0,0,0.0,5,-5.71,43,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.43,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,0.91,1,0.09,0.0,0.0,1.0,0.82,4
7986,1.0,0,0.0,0,0.0,1,-1.5,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1
7987,2.0,0,0.0,0,0.0,1,-2.81,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,2.0,1.0,0,0.0,0.0,1.0,0.5,1.0,1
7988,5.0,0,0.0,0,0.0,2,-5.7,33,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.12,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,6.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
7990,10.0,0,0.0,0,0.0,2,-4.99,20,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7991,7.0,0,0.0,0,0.0,3,-3.66,7,0.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
7992,5.0,0,0.0,0,0.0,1,-5.19,14,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7993,18.0,0,0.0,0,0.0,2,-5.69,35,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,2.0,1.0,0,0.0,1.0,0.0,1.0,1.0,4
7994,7.0,0,0.0,0,0.0,3,-3.66,7,0.0,0.0,1.0,0.0,1,1,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
7995,4.0,0,0.0,0,0.0,2,-5.34,10,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
7996,11.0,0,0.0,0,0.0,3,-4.72,11,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
7997,6.0,0,0.0,0,0.0,2,-4.84,32,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,1.0,0.7,3,0.3,0.0,0.0,1.0,0.8,4
7998,5.0,0,0.0,0,0.0,2,-7.11,99,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0,8,0.0,12.0,0.96,1,0.04,4.0,1.0,0.95,1.0,5
7999,8.0,0,0.0,0,0.0,2,-5.36,116,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,4.0,0.54,12,0.46,0.0,1.0,0.8,0.46,3
8000,9.0,0,0.0,0,0.0,3,-4.32,9,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
8001,32.0,0,0.0,0,0.0,4,-5.04,32,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.75,1,0.25,0.0,1.0,0.0,1.0,4
8002,5.0,0,0.0,0,0.0,2,-3.08,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
8003,10.0,0,0.0,0,0.0,2,-5.3,48,0.0,0.0,3.0,0.0,0,0,0.0,0.0,0.6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,3.0,0.4,1.0,4
8004,4.0,0,0.0,0,0.0,2,-4.41,13,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.25,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0,3.0,0.0,0,0.0,0.0,3.0,0.0,0.0,1
8005,6.0,0,0.0,0,0.0,2,-5.07,17,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,3.0,1.0,0,0.0,1.0,0.0,1.0,1.0,1
8006,8.0,0,0.0,0,0.0,2,-5.76,63,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,5.0,1.0,0,0.0,0.0,0.0,1.0,1.0,5
8007,1.0,0,0.0,0,0.0,1,-1.5,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1
8008,8.0,0,0.0,0,0.0,3,-4.28,8,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
8009,16.0,0,0.0,0,0.0,3,-4.82,16,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1
8010,7.0,0,0.0,0,0.0,2,-7.21,191,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.07,5,0.0,0.0,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2.0,3.0,1.0,0,0.0,1.0,0.0,1.0,1.0,2
8011,3.0,0,0.0,0,0.0,2,-5.47,31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0,5,0.0,4.0,1.0,0,0.0,0.0,3.0,0.67,1.0,4
8012,4.0,0,0.0,0,0.0,2,-5.07,19,0.0,0.0,0.0,2.0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
8013,28.0,0,0.0,0,0.0,3,-4.74,28,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0
8014,36.0,0,0.0,0,0.0,3,-5.31,36,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.75,1,0.25,0.0,0.0,1.0,1.0,4
8015,3.0,0,0.0,0,0.0,1,-2.0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1
8016,74.0,0,0.0,0,0.0,4,-6.68,74,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.89,1,0.11,0.0,1.0,0.0,1.0,5
8017,82.0,0,0.0,0,0.0,4,-5.1,82,1.0,1.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.55,5,0.45,0.0,1.0,0.0,0.64,5
8018,8.0,0,0.0,0,0.0,3,-6.0,206,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.04,8,4.0,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,0.7,10,0.3,0.0,12.0,0.54,0.45,2
8019,14.0,0,0.0,0,0.0,3,-5.55,29,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5,1.0,1.0,1.0,0,0.0,0.0,2.0,0.0,1.0,4
8020,6.0,0,0.0,0,0.0,2,-4.35,12,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0.67,0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
8021,9.0,0,0.0,0,0.0,2,-5.33,27,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0
8022,6.0,0,0.0,0,0.0,2,-3.85,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1
8023,10.0,0,0.0,0,0.0,2,-6.33,99,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,10,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,6.0,0.93,1,0.07,3.0,0.0,1.0,1.0,5
8024,51.0,0,0.0,0,0.0,4,-5.52,51,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0,5.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0,4
8025,16.0,0,0.0,0,0.0,4,-5.99,48,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.33,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,2.0,0.25,3,0.75,0.0,2.0,0.33,1.0,4
8026,4.0,0,0.0,0,0.0,2,-6.59,53,0.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,7.0,1.0,0,0.0,5.0,2.0,0.73,0.85,4
8027,3.0,0,0.0,0,0.0,1,-3.32,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1
8028,7.0,2,0.02,0,0.0,2,-6.38,98,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.2,1,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,2.0,7.0,1.0,0,0.0,0.0,1.0,0.92,0.9,5
8029,7.0,1,0.03,0,0.0,2,-5.37,34,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,2,0.0,4.0,1.0,0,0.0,0.0,2.0,0.6,1.0,4
8030,14.0,0,0.0,0,0.0,2,-4.59,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.5,1,0.5,0.0,0.0,1.0,1.0,1
8031,11.0,0,0.0,0,0.0,2,-5.6,55,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,1.0,0,0.0,0.0,0.0,1.0,1.0,4
8032,10.0,0,0.0,0,0.0,2,-5.71,82,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.27,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,3.0,4.0,1.0,0,0.0,0.0,0.0,1.0,1.0,5
