,atss_count,bloc_count_relative,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count_relative,nfl_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count_relative,nnwv_count_relative,nsh_count,ntkn_count,ntnn_count_relative,nts_count,ntun_count_relative,ntvr_count,nun_count_relative,clusters
4591,11.0,0.0,0.0,2,-5.97,56,0.0,0.0,24,2.0,6,0,0,0.0,0.0,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0,3.0,2.0,0.83,0.17,0.0,168,0.0,5.0,1.0,18.0,1.0,0
4592,10.0,0.0,0.0,2,-4.06,10,0.0,0.0,1,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,1.0,1.0,0.0,0.0,18,0.0,1.0,1.0,0.0,1.0,1
4593,10.0,0.0,0.0,2,-4.19,10,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,1.0,1.0,0.0,0.0,22,0.0,1.0,1.0,0.0,1.0,1
4594,6.0,0.0,0.0,2,-5.81,37,0.0,0.0,8,0.0,7,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,0.0,3.0,1.0,0.0,0.0,110,0.0,6.0,1.0,10.0,1.0,0
4595,5.0,0.0,0.0,3,-4.82,44,1.0,1.0,1,0.0,1,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,0.0,2.0,1.0,0.0,0.0,95,0.11,9.0,0.89,5.0,0.83,0
4596,7.0,0.0,0.0,2,-6.21,102,0.0,0.0,36,2.0,10,1,1,0.0,0.0,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,0,5,2.0,9.0,0.88,0.12,1.0,351,0.07,15.0,0.93,7.0,0.88,2
4597,5.0,0.2,0.0,1,-3.7,5,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1.0,1.0,0.0,1.0,13,0.0,1.0,1.0,1.0,1.0,1
4598,6.0,0.0,0.0,2,-4.86,13,0.0,0.0,3,0.0,1,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,0,0,1.0,2.0,1.0,0.0,0.0,33,0.0,2.0,1.0,8.0,1.0,1
4599,7.0,0.0,0.0,2,-4.96,20,0.0,0.0,5,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0.0,2.0,0.75,0.25,0.0,63,0.0,3.0,1.0,3.0,1.0,1
4600,6.0,0.0,0.0,2,-5.07,23,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0.0,1.0,1.0,0.0,0.0,69,0.0,4.0,1.0,2.0,1.0,1
4601,1.0,0.0,0.0,1,-2.0,4,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4,0,0,0.0,1.0,0.0,0.0,0.0,8,1.0,4.0,0.0,0.0,0.0,1
4602,5.0,0.0,0.0,1,-5.12,46,0.0,0.0,16,1.0,14,0,0,0.0,0.0,0.09,0,0.0,0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,26,0,9,1.0,4.0,1.0,0.0,0.0,116,0.8,10.0,0.2,3.0,1.0,0
4603,9.0,0.0,0.0,3,-6.5,84,0.0,2.0,30,0.0,3,1,2,0.0,0.0,0.22,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,1,0.0,5.0,1.0,0.0,0.0,296,0.33,9.0,0.67,15.0,0.75,2
4604,10.0,0.0,0.0,2,-5.0,29,0.0,0.0,15,1.0,0,0,0,0.0,0.0,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,1.0,3.0,0.6,0.4,0.0,98,0.0,3.0,1.0,10.0,1.0,0
4605,4.0,0.0,0.0,1,-4.63,11,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,3.0,1.0,0.0,0.0,37,0.0,3.0,1.0,2.0,1.0,1
4606,3.0,0.0,0.0,2,-5.6,44,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,0.0,6.0,1.0,0.0,6.0,132,0.07,14.0,0.79,5.0,0.85,0
4607,6.0,0.0,0.0,2,-5.07,17,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15,0,0,0.0,3.0,1.0,0.0,0.0,54,0.33,3.0,0.67,6.0,1.0,1
4608,4.0,0.0,0.0,2,-4.42,11,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0.0,3.0,0.67,0.33,0.0,39,0.0,3.0,1.0,3.0,1.0,1
4609,11.0,0.0,0.09,2,-4.88,11,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,1.0,1.0,0.0,0.0,32,0.0,1.0,1.0,1.0,1.0,1
4610,8.0,0.0,0.0,2,-5.15,16,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.67,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,1.0,1.0,1.0,0.0,0.0,43,0.0,2.0,1.0,3.0,1.0,1
4611,28.0,0.0,0.0,3,-5.36,84,0.0,0.0,28,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,0,0,1.0,0.0,1.0,0.0,0.0,255,0.0,3.0,1.0,22.0,0.25,2
4612,6.0,0.0,0.0,2,-6.3,236,0.0,0.0,27,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,208,0,1,0.0,4.0,1.0,0.0,0.0,501,0.58,38.0,0.42,13.0,0.67,3
4613,4.0,0.0,0.0,2,-2.75,4,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,0.0,8,0.0,1.0,1.0,0.0,1.0,1
4614,9.0,0.0,0.0,3,-5.38,28,0.0,0.0,7,0.0,0,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,0,0,0.0,2.0,1.0,0.0,0.0,67,0.33,3.0,0.67,8.0,1.0,1
4615,2.0,0.0,0.0,1,-3.46,2,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,1.0,1.0,0.0,0.0,11,0.0,1.0,1.0,1.0,1.0,1
4616,5.0,0.0,0.0,2,-6.27,49,0.0,0.0,21,1.0,1,1,1,0.0,0.0,0.0,3,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39,0,0,2.0,10.0,1.0,0.0,1.0,154,0.0,10.0,1.0,12.0,1.0,0
4617,3.0,0.0,0.0,1,-5.31,17,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,4.0,1.0,0.0,1.0,61,0.4,5.0,0.6,4.0,1.0,1
4618,5.0,0.0,0.0,2,-4.13,14,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,1.0,1.0,0.0,0.0,37,0.0,3.0,1.0,1.0,1.0,1
4619,11.0,0.0,0.0,3,-4.56,11,0.0,1.0,2,0.0,0,0,0,0.0,0.0,1.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,1.0,0.0,0.0,25,1.0,1.0,0.0,1.0,1.0,1
4620,1.0,0.0,0.0,1,-2.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,1
4621,9.0,0.06,0.0,2,-6.0,36,0.0,0.0,13,4.0,7,1,3,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,5,0.0,1.0,1.0,0.0,0.0,166,0.0,4.0,1.0,16.0,1.0,0
4622,11.0,0.0,0.0,2,-4.86,33,0.0,0.0,9,0.0,3,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,0.0,1.0,1.0,0.0,0.0,85,0.0,3.0,1.0,6.0,1.0,0
4623,10.0,0.0,0.0,3,-6.87,99,1.0,1.0,14,1.0,2,0,0,0.0,0.0,0.25,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,1.0,8.0,0.92,0.08,0.0,269,0.2,10.0,0.8,13.0,1.0,2
4624,4.0,0.0,0.0,2,-6.52,68,0.0,0.0,23,1.0,2,0,0,0.0,0.0,0.06,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,1,1.0,9.0,1.0,0.0,1.0,294,0.07,15.0,0.8,12.0,0.86,2
4625,1.0,0.0,0.0,1,-1.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,1
4626,6.0,0.04,0.0,2,-5.44,26,0.0,0.0,7,0.0,2,0,0,0.0,0.0,0.2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,2,1.0,2.0,0.86,0.14,0.0,75,0.0,4.0,1.0,3.0,1.0,1
4627,1.0,0.0,0.0,1,-2.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,4,1.0,1.0,0.0,1.0,0.0,1
4628,11.0,0.0,0.0,2,-4.26,11,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,1.0,1.0,0.0,0.0,23,0.0,1.0,1.0,0.0,1.0,1
4629,6.0,0.0,0.0,1,-5.14,62,0.0,0.0,25,6.0,10,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,9,0.0,4.0,1.0,0.0,0.0,188,0.0,10.0,1.0,2.0,1.0,0
4630,6.0,0.09,0.0,2,-6.12,68,0.0,0.0,7,0.0,0,1,1,0.0,0.0,0.15,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54,0,0,2.0,9.0,0.93,0.07,1.0,177,0.18,11.0,0.82,8.0,0.8,0
4631,9.0,0.0,0.0,1,-4.62,27,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,3.0,1.0,1.0,0.0,0.0,61,0.0,3.0,1.0,6.0,1.0,1
4632,6.0,0.0,0.0,1,-5.27,28,0.0,0.0,8,1.0,4,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23,0,3,0.0,5.0,1.0,0.0,0.0,90,0.2,5.0,0.8,2.0,1.0,0
4633,5.0,0.0,0.0,2,-6.14,35,0.0,0.0,7,4.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,0,0.0,3.0,1.0,0.0,0.0,150,0.0,7.0,1.0,8.0,1.0,0
4634,5.0,0.09,0.0,2,-5.0,23,0.0,0.0,7,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0.0,4.0,1.0,0.0,1.0,78,0.0,5.0,1.0,4.0,1.0,1
4635,8.0,0.0,0.0,2,-6.81,150,0.0,0.0,48,0.0,3,0,0,0.0,0.0,0.22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,0,5,5.0,11.0,0.59,0.41,1.0,487,0.0,18.0,1.0,21.0,0.91,3
4636,8.0,0.0,0.0,2,-4.72,15,0.0,0.0,4,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,2,0.0,2.0,1.0,0.0,1.0,41,0.0,2.0,1.0,0.0,1.0,1
4637,6.0,0.0,0.0,2,-5.64,101,0.0,0.0,27,0.0,11,0,0,0.0,0.0,0.14,8,0.0,0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,55,0,1,2.0,3.0,1.0,0.0,0.0,206,0.89,18.0,0.11,5.0,1.0,2
4638,81.0,0.0,0.0,3,-5.46,81,0.0,1.0,27,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,2.0,0.0,0.67,0.33,0.0,245,0.0,1.0,1.0,20.0,1.0,2
4639,8.0,0.0,0.0,3,-5.54,34,1.0,1.0,6,0.0,2,0,0,0.0,0.0,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,0.0,3.0,0.71,0.29,0.0,91,0.25,4.0,0.75,4.0,0.71,0
4640,5.0,0.0,0.0,2,-5.8,48,0.0,0.0,8,0.0,5,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,0,0.0,7.0,1.0,0.0,2.0,198,0.11,9.0,0.89,5.0,1.0,0
4641,3.0,0.0,0.0,1,-4.25,8,0.0,0.0,2,2.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,2.0,1.0,0.0,0.0,28,0.0,3.0,1.0,2.0,1.0,1
4642,7.0,0.0,0.0,1,-3.97,7,0.0,0.0,3,1.0,0,0,0,0.0,0.0,0.5,2,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1.0,1.0,1.0,0.0,0.0,25,0.0,1.0,1.0,4.0,1.0,1
4643,7.0,0.0,0.0,2,-4.68,14,0.0,0.0,7,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,2.0,1.0,0.0,0.0,49,0.0,2.0,1.0,5.0,1.0,1
4644,4.0,0.0,0.0,2,-4.39,9,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,2.0,1.0,0.0,0.0,26,0.0,2.0,1.0,3.0,1.0,1
4646,10.0,0.0,0.0,3,-4.11,10,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,0,0,0.0,0.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1
4647,4.0,0.0,0.0,2,-3.42,4,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,0.5,0.5,0.0,12,0.0,1.0,1.0,1.0,1.0,1
4648,6.0,0.0,0.0,2,-4.56,11,0.0,0.0,6,0.0,3,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,3,0.0,2.0,0.0,0.0,0.0,33,1.0,2.0,0.0,1.0,0.0,1
4649,10.0,0.0,0.0,2,-5.15,21,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,2.0,2.0,1.0,0.0,1.0,78,0.0,2.0,1.0,6.0,1.0,1
4650,5.0,0.0,0.0,2,-4.76,43,0.0,0.0,8,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,0.0,3.0,1.0,0.0,0.0,109,0.0,8.0,1.0,6.0,1.0,0
4651,5.0,0.0,0.0,1,-4.36,16,0.0,0.0,4,0.0,6,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12,0,3,0.0,1.0,1.0,0.0,0.0,43,0.0,3.0,1.0,0.0,1.0,1
4652,2.0,0.0,0.0,1,-4.24,5,0.0,0.0,2,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1.0,0.0,0.0,29,0.0,2.0,1.0,2.0,1.0,1
4654,4.0,0.0,0.0,1,-5.67,36,0.0,0.0,9,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,0.0,8.0,1.0,0.0,0.0,120,0.12,8.0,0.88,5.0,1.0,0
4655,6.0,0.0,0.0,3,-5.45,164,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,0,0,0.0,2.0,1.0,0.0,0.0,317,0.5,28.0,0.5,1.0,0.5,2
4656,4.0,0.0,0.0,2,-4.85,24,0.0,0.0,10,0.0,11,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18,0,4,0.0,4.0,1.0,0.0,0.0,68,0.67,6.0,0.33,3.0,1.0,1
4657,17.0,0.0,0.0,2,-6.16,439,0.0,0.0,135,0.0,6,0,0,0.0,0.0,0.0,66,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,407,0,5,0.0,6.0,1.0,0.0,0.0,1457,0.0,26.0,0.85,23.0,0.85,3
4658,6.0,0.0,0.0,1,-4.45,17,0.0,0.0,4,0.0,1,0,0,0.0,0.0,0.25,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,0,0,1.0,3.0,1.0,0.0,0.0,34,0.33,3.0,0.67,3.0,1.0,1
4659,6.0,0.08,0.0,2,-4.43,12,0.0,0.0,0,1.0,0,1,1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,2.0,1.0,0.0,0.0,27,0.0,2.0,1.0,0.0,1.0,1
4660,1.0,0.0,0.0,1,-1.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,1
4661,9.0,0.11,0.0,3,-5.59,27,0.0,0.0,10,0.0,0,0,0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,0,0,0.0,3.0,1.0,0.0,0.0,92,0.0,3.0,1.0,16.0,1.0,0
4662,12.0,0.0,0.0,2,-5.99,214,0.0,0.0,59,0.0,2,0,0,0.0,0.0,0.5,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,0,0,16.0,3.0,0.96,0.04,0.0,557,0.0,18.0,1.0,34.0,1.0,3
4663,7.0,0.0,0.0,3,-3.85,7,0.0,1.0,1,0.0,0,1,1,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1.0,0.0,0.0,17,1.0,1.0,0.0,1.0,1.0,1
4664,7.0,0.0,0.0,2,-4.46,14,0.0,0.0,2,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,1,0.0,1.0,1.0,0.0,0.0,46,0.0,2.0,1.0,0.0,0.5,1
4665,8.0,0.0,0.01,2,-5.98,121,0.0,0.0,30,0.0,30,0,0,0.0,0.0,0.0,0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,87,0,3,0.0,6.0,1.0,0.0,6.0,338,0.07,15.0,0.93,5.0,1.0,2
4666,7.0,0.0,0.0,2,-5.37,67,0.0,0.0,10,2.0,0,1,1,0.0,0.0,0.1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,1.0,5.0,1.0,0.0,0.0,134,0.0,9.0,1.0,4.0,0.75,0
4667,9.0,0.0,0.0,2,-4.76,61,0.0,0.0,21,0.0,0,0,0,0.0,0.0,0.46,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0,6.0,2.0,0.0,1.0,0.0,174,0.0,7.0,1.0,3.0,1.0,0
4669,7.0,0.0,0.0,2,-6.07,80,0.0,0.0,11,1.0,0,1,1,0.0,0.0,0.21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,0,3.0,8.0,0.87,0.13,0.0,189,0.0,11.0,1.0,6.0,0.87,0
4670,9.0,0.0,0.0,2,-3.55,9,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1.0,0.0,0.0,13,0.0,1.0,1.0,0.0,1.0,1
4671,2.0,0.0,0.0,2,-3.73,10,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,2.0,0.0,0.0,0.0,22,1.0,5.0,0.0,0.0,0.0,1
4672,5.0,0.0,0.0,2,-4.32,5,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,0.0,20,0.0,1.0,1.0,2.0,1.0,1
4673,6.0,0.0,0.0,2,-3.85,6,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,1.0,0.0,1.0,0.0,17,0.0,1.0,1.0,3.0,1.0,1
4674,7.0,0.01,0.0,2,-6.53,121,0.0,0.0,25,1.0,4,0,0,0.0,0.0,0.0,1,0.0,0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,90,0,2,3.0,9.0,1.0,0.0,0.0,290,0.0,17.0,1.0,12.0,1.0,2
4675,5.0,0.0,0.0,1,-3.66,5,0.0,0.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1.0,0.0,1.0,0.0,0.0,14,0.0,1.0,1.0,2.0,1.0,1
4676,4.0,0.0,0.0,2,-4.98,32,0.0,0.0,16,0.0,14,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30,0,6,0.0,2.0,1.0,0.0,0.0,110,0.0,8.0,1.0,15.0,1.0,0
4677,4.0,0.0,0.0,1,-4.88,10,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,2.0,1.0,0.0,1.0,39,0.0,2.0,1.0,1.0,1.0,1
4678,2.0,0.0,0.0,2,-4.07,6,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,0,0,0.0,2.0,1.0,0.0,0.0,21,0.67,3.0,0.33,3.0,1.0,1
4679,2.0,0.0,0.0,1,-3.87,15,0.0,0.0,12,0.0,11,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12,0,7,0.0,2.0,1.0,0.0,0.0,63,0.83,6.0,0.17,0.0,1.0,1
4680,7.0,0.0,0.04,2,-5.74,27,0.0,0.0,5,1.0,1,0,0,0.0,0.0,0.2,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,1.0,4.0,1.0,0.0,0.0,76,0.0,4.0,1.0,6.0,1.0,1
4681,9.0,0.0,0.0,2,-4.0,9,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,1.0,1.0,0.5,0.5,0.0,30,0.0,1.0,1.0,4.0,1.0,1
4682,3.0,0.0,0.0,1,-4.78,9,0.0,0.0,3,1.0,0,0,0,0.0,0.0,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,1.0,2.0,1.0,0.0,0.0,42,0.0,3.0,1.0,3.0,1.0,1
4683,5.0,0.0,0.0,2,-4.61,15,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0.0,2.0,1.0,0.0,2.0,55,0.0,3.0,1.0,0.0,1.0,1
4684,6.0,0.0,0.0,2,-6.25,65,0.0,0.0,28,0.0,16,0,0,0.0,0.0,0.15,7,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0,13,2.0,3.0,1.0,0.0,5.0,302,0.0,11.0,1.0,17.0,1.0,2
4685,7.0,0.0,0.0,1,-4.75,14,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,2.0,1.0,1.0,0.0,0.0,54,0.0,2.0,1.0,6.0,1.0,1
4686,18.0,0.0,0.0,3,-5.38,18,0.0,1.0,9,0.0,11,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,0,7,0.0,0.0,1.0,0.0,0.0,70,0.0,1.0,1.0,2.0,1.0,1
4687,8.0,0.0,0.0,2,-6.05,59,0.0,0.0,10,0.0,10,0,0,0.0,0.0,0.0,0,0.0,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,46,0,3,0.0,4.0,0.9,0.1,0.0,182,0.0,7.0,1.0,3.0,0.8,0
4688,6.0,0.0,0.0,2,-4.09,6,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,1.0,1.0,0.0,0.0,26,0.0,1.0,1.0,5.0,1.0,1
4689,11.0,0.0,0.0,3,-4.72,11,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,1.0,0.0,0.0,33,1.0,1.0,0.0,1.0,1.0,1
